text,vader,roberta
lmao,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",[0.25513867 0.443014   0.30184737]
no way,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}",[0.47152835 0.40244675 0.12602495]
hehe haha,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}",[0.00497482 0.163782   0.8312431 ]
scammed again despairge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.7563582  0.23152521 0.01211657]
d,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[0.25822246 0.48346505 0.2583125 ]
yeah i have been to that arena the bathrooms are really weird and theyre shapes like fetuses its really peculiar therr also a lot of short people,"{'neg': 0.067, 'neu': 0.71, 'pos': 0.223, 'compound': 0.5574}",[0.89322764 0.09777923 0.00899317]
hi yt,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.16618116 0.65027386 0.183545  ]
will neff in otk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.10716552 0.7858734  0.10696112]
he pretty chill,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939}",[0.0089018 0.1986452 0.792453 ]
lollll,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.2572243  0.46464258 0.27813312]
ludwig was eepy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.28134185 0.6209444  0.09771377]
he sucks,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",[0.9621542  0.03256439 0.00528135]
who,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23249133 0.60271996 0.1647887 ]
okay im going back to watch doc lol great story lud,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.8316}",[0.00271691 0.03205752 0.9652255 ]
he was a great host he has a good book too,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7906}",[0.00198363 0.01940489 0.9786115 ]
didnt he big time hasan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.2006072  0.75831604 0.04107674]
hes a very charming man,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.624}",[0.00399544 0.04021985 0.95578474]
his monologue was good,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",[0.00217735 0.02944272 0.96838   ]
hi yt,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.16618116 0.65027386 0.183545  ]
trevor noah is great,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",[0.00250034 0.01628901 0.9812106 ]
he is so funny,"{'neg': 0.0, 'neu': 0.445, 'pos': 0.555, 'compound': 0.5777}",[0.00325627 0.03007448 0.96666926]
laufey won  lets go,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",[0.01358577 0.29986188 0.6865524 ]
will neff joined otk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.08624356 0.8460261  0.06773037]
he is oooooh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.04184872 0.43380168 0.52434963]
clap,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.15734856 0.59460074 0.24805076]
who,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23249133 0.60271996 0.1647887 ]
he did better this year than last year,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",[0.0027294  0.03831641 0.95895416]
ludwig try not to get scammed challange,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.34700692 0.62662584 0.02636727]
hes so funny,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",[0.00794252 0.07289886 0.9191586 ]
hi chat,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.12673633 0.7007824  0.17248125]
yep trevor is good,"{'neg': 0.0, 'neu': 0.282, 'pos': 0.718, 'compound': 0.6249}",[0.00359893 0.05199951 0.94440156]
oh pog,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.29933837 0.5377501  0.16291153]
hes pretty funny from what ive seen,"{'neg': 0.0, 'neu': 0.45, 'pos': 0.55, 'compound': 0.7269}",[0.0047255  0.08937502 0.9058995 ]
matter of time before scammed came out,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.0258}",[0.43021616 0.544199   0.02558482]
pepew,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.18562227 0.63596725 0.17841049]
s where s are due,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.19310893 0.721022   0.08586902]
yesyes true,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",[0.0189856  0.26377195 0.7172424 ]
def,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.24594419 0.5369232  0.21713257]
weird will neff spammer i guarantee lud knew months ago,"{'neg': 0.38, 'neu': 0.465, 'pos': 0.155, 'compound': -0.4404}",[0.53574455 0.43745494 0.02680046]
drake,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.37686536 0.48437154 0.13876307]
omegalullll,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.2615029  0.5819043  0.15659279]
my mom loves that guy,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",[0.00526511 0.02931371 0.96542114]
trevor is op,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.12786794 0.7178638  0.15426822]
trevor noah is funny af,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",[0.00760956 0.08400074 0.9083897 ]
you are very good,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}",[0.00303171 0.02098744 0.9759808 ]
uhm sure,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}",[0.14877129 0.63418317 0.2170455 ]
dont care play bg man,"{'neg': 0.609, 'neu': 0.391, 'pos': 0.0, 'compound': -0.5667}",[0.5499455  0.40947068 0.04058377]
he is good,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",[0.00357852 0.03618842 0.9602331 ]
yooo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.21596709 0.50493413 0.27909878]
he was very charming,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.624}",[0.00219406 0.01709352 0.9807124 ]
you are a great host,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",[0.00347165 0.02656509 0.96996325]
when baulders gate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.12344611 0.7766371  0.09991682]
yeah hes really good,"{'neg': 0.0, 'neu': 0.271, 'pos': 0.729, 'compound': 0.659}",[0.00228735 0.02940683 0.9683059 ]
sza robbed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.6601369  0.3168539  0.02300926]
you really are old,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.8236424  0.16186237 0.0144953 ]
true,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",[0.09262478 0.50221413 0.4051611 ]
trevor is amazing,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.5859}",[0.00276619 0.01414884 0.983085  ]
boygenius slayed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.18005316 0.50453645 0.31541035]
nah,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1027}",[0.3028628 0.5070799 0.1900573]
yesyes good host,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",[0.00398785 0.04717242 0.9488398 ]
i love trevor noah,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",[0.00354676 0.02706935 0.9693839 ]
true,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",[0.09262478 0.50221413 0.4051611 ]
he is very fucking good,"{'neg': 0.0, 'neu': 0.535, 'pos': 0.465, 'compound': 0.5379}",[0.02687062 0.04850662 0.9246228 ]
hiiii ludwiiig and good night ludwiig,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",[0.00261578 0.14423996 0.8531442 ]
hi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.20451176 0.5521486  0.2433397 ]
hyped for the bg stream,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.01860969 0.3822361  0.59915423]
hell yeah i love trevor noah,"{'neg': 0.354, 'neu': 0.154, 'pos': 0.492, 'compound': 0.2023}",[0.00264435 0.01989982 0.97745585]
we learnt about him at uni lol,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",[0.0353451  0.729833   0.23482187]
yep he was so good,"{'neg': 0.0, 'neu': 0.336, 'pos': 0.664, 'compound': 0.7133}",[0.00211516 0.01183251 0.9860523 ]
w south african,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.12961674 0.75726116 0.11312211]
trevor is amazing,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.5859}",[0.00276619 0.01414884 0.983085  ]
love that guy,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",[0.01089682 0.03020735 0.95889586]
trevor noah is a great host not my favorite comedian but as a host hes exceptional,"{'neg': 0.197, 'neu': 0.652, 'pos': 0.151, 'compound': 0.0562}",[0.00429863 0.03183139 0.96387   ]
hiiiiiii,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.16238442 0.58550334 0.25211227]
hiiiii yt,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.11263645 0.6925136  0.19485   ]
he was polite funny just overall awesome,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.7906}",[0.00290775 0.02117806 0.9759142 ]
yesyes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.05800045 0.31618723 0.6258123 ]
mhm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.20856479 0.5853287  0.20610645]
my queen laufey better than trevor noah,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",[0.06276707 0.48174956 0.45548338]
its a tough gig too,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.128}",[0.34894758 0.56074435 0.09030809]
shake it all about,"{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.1779}",[0.16296752 0.7540355  0.08299692]
i like him,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",[0.0085602  0.11791031 0.87352955]
ok,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",[0.25796354 0.49621207 0.24582444]
so true,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4754}",[0.04365952 0.3652978  0.5910427 ]
w africa lets goooo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.0226822 0.5168999 0.4604179]
trevor noah kinda ass,"{'neg': 0.517, 'neu': 0.483, 'pos': 0.0, 'compound': -0.4951}",[0.89250356 0.09789898 0.00959743]
trevor is the best,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",[0.00262763 0.01200186 0.9853705 ]
pog,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.24315101 0.5050141  0.2518349 ]
in out in out shake it all about,"{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.1779}",[0.05380158 0.83800167 0.10819682]
sure you are,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.3182}",[0.11051267 0.5930535  0.2964338 ]
why the fuck was merrel streep or trever noah even there what have they done for music,"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.5423}",[0.9210832  0.07537578 0.00354099]
hi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.20451176 0.5521486  0.2433397 ]
pepog,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.22197014 0.55417013 0.2238597 ]
wooooo south african mentioned,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.0778786 0.589272  0.3328494]
ice spice was robbed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.7447628  0.24066894 0.01456824]
true,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",[0.09262478 0.50221413 0.4051611 ]
wow boring,"{'neg': 0.377, 'neu': 0.0, 'pos': 0.623, 'compound': 0.3612}",[0.95776916 0.03724107 0.0049898 ]
sounds fun,"{'neg': 0.0, 'neu': 0.233, 'pos': 0.767, 'compound': 0.5106}",[0.00757318 0.06330255 0.9291243 ]
oh thats cool i guess,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",[0.00302943 0.04396731 0.9530032 ]
u saw sza live,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.03479843 0.8637173  0.10148422]
how was the sound live,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.09329139 0.7936165  0.11309205]
qlllakakakakskks,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.21663369 0.67509574 0.10827059]
pooooooog,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.29700735 0.5259518  0.17704089]
ludwig x sza,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.08458655 0.7605194  0.15489405]
its a celebration,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.01041887 0.23437217 0.755209  ]
they really cut down the awards,"{'neg': 0.255, 'neu': 0.426, 'pos': 0.319, 'compound': 0.1548}",[0.7661101  0.2232337  0.01065621]
wooo shout out africa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.03451308 0.34824112 0.6172458 ]
did you see jacob collier,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.05375079 0.88041025 0.06583894]
yesyes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.05800045 0.31618723 0.6258123 ]
ludy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.22410956 0.55706656 0.21882391]
download the truffle extension get emotes predictions and more here  httpstrufflevipextension,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.06369623 0.8378689  0.09843491]
oh damn lol,"{'neg': 0.415, 'neu': 0.154, 'pos': 0.431, 'compound': 0.0258}",[0.3696051  0.4821927  0.14820221]
ice spice got robbed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.718054   0.26455814 0.01738787]
join the official ludwig discord  httpsdiscordggludwig,"{'neg': 0.303, 'neu': 0.449, 'pos': 0.247, 'compound': -0.128}",[0.0213221  0.8444048  0.13427304]
qt will learn of this,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",[0.11315866 0.79220545 0.09463593]
miley cyrus made music dang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.09531742 0.64519095 0.25949162]
based,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.21603832 0.57645446 0.20750716]
clip,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.284062   0.50834423 0.20759378]
i literally didnt even know taylor released music last year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.2523918  0.6242167  0.12339157]
youre sleeping on the couch if you say that out loud,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.678434   0.30302933 0.01853666]
travis snubbed,"{'neg': 0.75, 'neu': 0.25, 'pos': 0.0, 'compound': -0.4588}",[0.622405   0.35835996 0.01923509]
travis got robbed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.80461556 0.18460074 0.01078377]
busssssssssssssssssss,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.16082999 0.57157266 0.26759738]
pop vocal album,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.04681006 0.85103124 0.10215871]
call from qt in,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",[0.08338896 0.8372205  0.07939053]
youre so real for that,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.01607791 0.23808022 0.74584186]
scammys are all rigged,"{'neg': 0.455, 'neu': 0.545, 'pos': 0.0, 'compound': -0.3612}",[0.80559546 0.18364821 0.01075632]
gedraag ties vz,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.15664355 0.72505224 0.11830418]
yipee,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.14990765 0.5552605  0.29483187]
and lana was snubbed,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.4588}",[0.64911526 0.33713913 0.01374563]
hmmge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.20241566 0.61652225 0.1810621 ]
robbed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.47701487 0.45245516 0.07052999]
pop vocal album of the year,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.02056404 0.7301742  0.24926178]
killer mike getting cuffed lmao,"{'neg': 0.384, 'neu': 0.268, 'pos': 0.348, 'compound': -0.1027}",[0.36938405 0.55548126 0.07513475]
t swift winning album of the year for a rerelease is kinda crazy tho,"{'neg': 0.129, 'neu': 0.552, 'pos': 0.319, 'compound': 0.4754}",[0.04832867 0.38968965 0.5619817 ]
poggies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.5086656  0.39044175 0.10089264]
lana snub,"{'neg': 0.737, 'neu': 0.263, 'pos': 0.0, 'compound': -0.4215}",[0.29631698 0.61705893 0.08662406]
boom,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.14172626 0.464538   0.3937357 ]
lana was snubbed,"{'neg': 0.6, 'neu': 0.4, 'pos': 0.0, 'compound': -0.4588}",[0.7139656  0.27271307 0.01332141]
poggies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.5086656  0.39044175 0.10089264]
sht hold my just died,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.5574}",[0.8435855  0.13754651 0.01886793]
yep,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",[0.1777268  0.5567125  0.26556072]
oh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.3007134 0.5070511 0.1922355]
poggies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.5086656  0.39044175 0.10089264]
mhm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.20856479 0.5853287  0.20610645]
lmao,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",[0.25513867 0.443014   0.30184737]
lol,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",[0.10777361 0.5321322  0.36009416]
lmao,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",[0.25513867 0.443014   0.30184737]
what is that mug hold,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.1900367  0.72644657 0.08351675]
lmaoooo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.30746457 0.43147135 0.26106408]
lool,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.2322284  0.47146356 0.2963081 ]
dont talk shit about miley,"{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.4449}",[0.65417147 0.32762    0.01820854]
bro,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.23197147 0.51023877 0.25778976]
lmao,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",[0.25513867 0.443014   0.30184737]
bruh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.20749013 0.58758485 0.20492503]
wowwowww,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.13992149 0.48235807 0.37772042]
oh cool,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}",[0.00941208 0.14161871 0.8489692 ]
the tortured poet department,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.5574}",[0.37659642 0.60041845 0.02298509]
eating a burber with no homeymustarf,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}",[0.38410375 0.5789673  0.03692896]
taylor robbed lana blind rip,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4019}",[0.6402141  0.34853616 0.01124973]
dead poet society lmaoo,"{'neg': 0.589, 'neu': 0.411, 'pos': 0.0, 'compound': -0.6486}",[0.5005021  0.45366892 0.04582888]
jungkook was snubbed,"{'neg': 0.6, 'neu': 0.4, 'pos': 0.0, 'compound': -0.4588}",[0.6088051  0.37694442 0.01425048]
the tortured ecofascists society,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.5574}",[0.8207036  0.17157169 0.00772471]
lol,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",[0.10777361 0.5321322  0.36009416]
sipping on a double whisky rn are ya kinda early la time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.03900009 0.83330446 0.12769547]
jayz,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.15605356 0.6169489  0.22699755]
shes a marketing genuis,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.42402065 0.53918725 0.03679215]
is taylor swift like a small indie music artist,"{'neg': 0.0, 'neu': 0.583, 'pos': 0.417, 'compound': 0.5106}",[0.03382303 0.9173958  0.04878117]
so excited for new album,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.4005}",[0.00147769 0.00748499 0.99103737]
tortured poets department,"{'neg': 0.643, 'neu': 0.357, 'pos': 0.0, 'compound': -0.5574}",[0.34877884 0.6240786  0.02714253]
he died years ago whaa,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.5574}",[0.8234475  0.16897523 0.00757731]
sounds like a  night out for hot dogs and chicken tendies with a side of disapointment,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}",[0.79852766 0.17795047 0.02352193]
totured not dead lmao,"{'neg': 0.366, 'neu': 0.233, 'pos': 0.401, 'compound': 0.0762}",[0.10624421 0.69707346 0.19668229]
robin williams,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.07258433 0.8376293  0.08978642]
she has so much influence,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.03901136 0.52808833 0.4329003 ]
robin williams,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.07258433 0.8376293  0.08978642]
killer mike a joke lol,"{'neg': 0.417, 'neu': 0.097, 'pos': 0.485, 'compound': -0.0772}",[0.2688846  0.57300556 0.15810978]
the tortured poets department,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.5574}",[0.37270138 0.60448337 0.02281525]
lmfao,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5423}",[0.35384452 0.4352     0.21095544]
taylor sift,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.09436639 0.79415786 0.11147573]
i forgot that breaded food is glutened ludwig,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.7515742  0.23075256 0.01767313]
i feel like the album announcement was honestly unnecessary,"{'neg': 0.0, 'neu': 0.522, 'pos': 0.478, 'compound': 0.6705}",[0.9157195  0.07903922 0.00524125]
dead poets department god do some research,"{'neg': 0.377, 'neu': 0.439, 'pos': 0.184, 'compound': -0.4939}",[0.69043016 0.29144529 0.01812451]
wowza,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.12651727 0.6310776  0.24240515]
yoo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.14971283 0.51581913 0.334468  ]
great clip,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",[0.00948549 0.0825519  0.90796256]
just watch your mogul mail lol well done,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.5994}",[0.01561296 0.17709403 0.80729306]
bro please not this shit i heard this all last night,"{'neg': 0.0, 'neu': 0.605, 'pos': 0.395, 'compound': 0.6398}",[0.97300726 0.02459831 0.00239442]
bros getting drunk,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.34}",[0.43573546 0.50768584 0.05657863]
lol,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",[0.10777361 0.5321322  0.36009416]
ttpd the tortured poets department,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.5574}",[0.43223926 0.5480526  0.01970815]
swifties comin out,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.0238729  0.7922514  0.18387567]
robbed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[0.47701487 0.45245516 0.07052999]
true,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",[0.09262478 0.50221413 0.4051611 ]
travis scott sucks you tone deaf zoomers,"{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.3612}",[0.9735859  0.02373443 0.00267962]
lmao,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",[0.25513867 0.443014   0.30184737]
