message,sentiment,avg_noun_sentiment,avg_verb_sentiment,avg_adverb_sentiment,avg_adjective_sentiment,avg_na_sent,avg_tot_sent,sum_noun_sentiment,sum_verb_sentiment,sum_adverb_sentiment,sum_adjective_sentiment,last_punctuation,comma_count,._count,",_count",!_count
omegalul,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
omegalul,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
lmao,1.0,0.0,0.0,0.0,0.0,0.8157894736842105,0.8157894736842105,0.0,0,0,0,,0.0,0.0,0.0,0.0
will neff joined otk,0.0,0.00390625,0.0,0.0,0.0,0.14166666666666666,0.07180989583333333,0.00390625,0,0,1,,0.0,0.0,0.0,0.0
lool,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0,0,,0.0,0.0,0.0,0.0
we call it the crypt,0.0,-0.0624715496472466,0.0,0.0,0.0,0.0,-0.0624715496472466,-0.1874146489417398,0,0,0,,0.0,0.0,0.0,0.0
spoilers,-0.5,-0.5,0.0,0.0,0.0,0.0,-0.5,-0.5,0,0,0,,0.0,0.0,0.0,0.0
oook bro feelsweirdman,-0.5,-0.0833333333333333,0.0,0.0,0.0,-0.5,-0.3611111111111111,-0.0833333333333333,0,0,0,,0.0,0.0,0.0,0.0
good shit qt very fancy,1.0,-0.003092447916666699,0.0,0.0,0.22839441957573092,0.0,0.13579967257877187,-0.006184895833333398,0,0,3,!,0.0,0.0,0.0,1.0
lol,0.5,0.4347826086956521,0.0,0.0,0.0,0.0,0.4347826086956521,0.4347826086956521,0,0,0,,0.0,0.0,0.0,0.0
at the opera booths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
so much chat about kilin,-0.5,0.015625,0.0,0.0,0.1376953125,-0.5,-0.038671875,0.03125,0,0,2,,0.0,0.0,0.0,0.0
must be nice,0.5,0.0001220703125,0.0,0.0,0.267578125,0.0,0.17842610677083334,0.0001220703125,0,0,2,,0.0,0.0,0.0,0.0
e,0.0,0.1875,0.0,0.0,0.0,0.0,0.1875,0.1875,0,0,0,,0.0,0.0,0.0,0.0
not the opera glasses omegalul,1.0,0.0,0.0,-0.625,0.0,1.0,0.09375,0.0,0,1,0,,0.0,0.0,0.0,0.0
bro was watching a play in the victorian era lmao,0.5,-0.04777011077759804,0.0,0.0,0.0546875,0.8157894736842105,0.08578923997452753,-0.2388505538879902,0,0,2,,0.0,0.0,0.0,0.0
waffle waffle,0.0,-0.0625,0.0,0.0,0.0,0.0,-0.0625,-0.125,0,0,0,,0.0,0.0,0.0,0.0
join the official ludwig discord  httpsdiscordggludwig,0.0,-0.02734375,0.0,0.0,0.015625,0.0,-0.0078125,-0.0546875,0,0,1,.,0.0,1.0,0.0,0.0
thats crazy,0.0,0.0,0.0,0.0,-0.29296875,-0.0625,-0.177734375,0.0,0,0,1,,0.0,0.0,0.0,0.0
lulw,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
overlooking the poors,-0.5,0.0,0.0,0.0,-0.125,-0.5,-0.3125,0.0,0,0,1,,0.0,0.0,0.0,0.0
gigitty gigitty gigitty gigitty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
grrrr,-0.5,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0,0,0,,0.0,0.0,0.0,0.0
boygenius on top,1.0,0.75,0.0,0.0,0.015623092651367188,0.0,0.26041539510091144,0.75,0,0,2,,0.0,0.0,0.0,0.0
d,0.0,0.0,0.0,0.0,-0.0625,0.0,-0.0625,0.0,0,0,1,,0.0,0.0,0.0,0.0
hi yt,0.5,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0,0,0,,0.0,0.0,0.0,0.0
peepogiggles,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0,0,,0.0,0.0,0.0,0.0
hi yt,0.5,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0,0,0,,0.0,0.0,0.0,0.0
was,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
what time about will baldurs gate be released to all,0.0,0.002532958984375,-0.1666666666666666,0.0,0.1728515625,0.0,0.023646036783854175,0.0101318359375,1,0,2,,0.0,0.0,0.0,0.0
omg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
lmao,1.0,0.0,0.0,0.0,0.0,0.8157894736842105,0.8157894736842105,0.0,0,0,0,,0.0,0.0,0.0,0.0
no way,0.0,0.0009765625,0.0,0.0,-0.1484375,0.0,-0.07373046875,0.0009765625,0,0,1,,0.0,0.0,0.0,0.0
hehe haha,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0,0,,0.0,0.0,0.0,0.0
scammed again despairge,0.0,0.0,-0.1666666666666666,0.0,0.0,0.0,-0.05555555555555553,0.0,1,1,0,,0.0,0.0,0.0,0.0
d,-0.5,0.0,0.0,0.0,-0.0625,0.0,-0.0625,0.0,0,0,1,,0.0,0.0,0.0,0.0
yeah i have been to that arena the bathrooms are really weird and theyre shapes like fetuses its really peculiar therr also a lot of short people,-0.5,-0.18917539384629992,0.0,0.1953125,-0.02677985429763794,-0.5,-0.10276139080524445,-1.7025785446166992,0,4,5,.,0.0,1.0,0.0,0.0
hi yt,0.5,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0,0,0,,0.0,0.0,0.0,0.0
will neff in otk,0.5,0.00390625,0.0,0.0,0.0,0.14166666666666666,0.07180989583333333,0.00390625,0,0,1,,0.0,0.0,0.0,0.0
he pretty chill,0.5,-0.0693359375,0.0,0.0,-0.09375,0.0,-0.07747395833333333,-0.138671875,0,0,1,,0.0,0.0,0.0,0.0
lollll,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0,0,,0.0,0.0,0.0,0.0
ludwig was eepy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
he sucks,-1.0,0.0,-0.375,0.0,0.0,0.0,-0.1875,0.0,1,0,0,,0.0,0.0,0.0,0.0
who,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,?,1.0,0.0,0.0,0.0
okay im going back to watch doc lol great story lud,0.5,0.1458237092391304,0.0,0.0,0.0640869135968387,0.2,0.11854662005830068,0.7291185461956521,0,0,4,.,0.0,1.0,0.0,0.0
he was a great host he has a good book too,1.0,-0.019571940104166668,0.0,-0.0625,0.15020881686359638,0.0,0.013387332566910307,-0.117431640625,0,1,2,,0.0,0.0,0.0,0.0
didnt he big time hasan,0.5,0.0030517578125,-0.0833333333333333,0.0,0.1369857788085937,0.5,0.11195119222005208,0.006103515625,1,0,1,,0.0,0.0,0.0,0.0
hes a very charming man,0.5,-0.03076171875,0.0,0.0,0.2734375,0.4285714285714285,0.1827845982142857,-0.0615234375,0,0,2,,0.0,0.0,0.0,0.0
his monologue was good,0.5,0.0,0.0,0.0,0.2320582587271928,0.0,0.1160291293635964,0.0,0,0,1,,0.0,0.0,0.0,0.0
hi yt,0.5,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0,0,0,,0.0,0.0,0.0,0.0
trevor noah is great,1.0,0.0,0.0,0.0,0.068359375,0.625,0.23111979166666666,0.0,0,0,1,,0.0,0.0,0.0,0.0
he is so funny,0.5,0.0,0.0,0.0,-0.171875,0.0,-0.057291666666666664,0.0,0,0,1,,0.0,0.0,0.0,0.0
laufey won  lets go,1.0,0.0,0.0,0.0,-0.07775876018422424,0.625,0.2736206199078879,0.0,0,0,2,!,0.0,0.0,0.0,16.0
will neff joined otk,0.0,0.00390625,0.0,0.0,0.0,0.14166666666666666,0.07180989583333333,0.00390625,0,0,1,,0.0,0.0,0.0,0.0
he is oooooh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
clap,0.5,-0.0029296875,0.0,0.0,0.0,0.0,-0.0029296875,-0.0029296875,0,0,0,,0.0,0.0,0.0,0.0
who,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,?,1.0,0.0,0.0,0.0
he did better this year than last year,0.0,0.0,0.0,0.0,0.27627497911453247,0.0,0.11050999164581299,0.0,0,0,2,,0.0,0.0,0.0,0.0
ludwig try not to get scammed challange,0.0,0.0948810581976431,-0.1666666666666666,-0.625,0.0,0.0,-0.10031742504523007,0.1897621163952862,1,1,0,,0.0,0.0,0.0,0.0
hes so funny,0.5,0.0,0.0,0.0,-0.171875,0.4285714285714285,0.08556547619047616,0.0,0,0,1,,0.0,0.0,0.0,0.0
hi chat,0.5,0.015625,0.0,0.0,0.0,0.0,0.015625,0.03125,0,0,0,,0.0,0.0,0.0,0.0
yep trevor is good,0.5,0.0,0.0,0.0,0.2320582587271928,0.5125,0.4190194195757309,0.0,0,0,1,,0.0,0.0,0.0,0.0
oh pog,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,0,0,?,1.0,0.0,0.0,0.0
hes pretty funny from what ive seen,0.5,0.0,0.0,0.0,-0.1328125,0.29761904761904756,0.06592261904761902,0.0,1,0,2,comma,0.0,0.0,1.0,0.0
matter of time before scammed came out,-0.5,-0.0047607421875,-0.3333333333333333,0.0,-0.0023841857910156,0.0,-0.11309538947211371,-0.009521484375,2,1,1,,0.0,0.0,0.0,0.0
pepew,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0,0,,0.0,0.0,0.0,0.0
s where s are due,0.5,0.0,0.0,0.0,0.05078125,0.0,0.0126953125,0.0,0,0,1,,0.0,0.0,0.0,0.0
yesyes true,0.5,0.0,0.0,0.0,0.1068954467773437,0.5,0.3034477233886719,0.0,0,0,1,,0.0,0.0,0.0,0.0
def,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,.,0.0,1.0,0.0,0.0
weird will neff spammer i guarantee lud knew months ago,-0.5,-0.0654296875,-0.5,0.0,-0.03125,0.14166666666666666,-0.057213541666666666,-0.26171875,1,0,3,,0.0,0.0,0.0,0.0
drake,0.0,-0.0625,0.0,0.0,0.0,0.0,-0.0625,-0.0625,0,0,0,,0.0,0.0,0.0,0.0
omegalullll,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
my mom loves that guy,1.0,0.4375,1.0,0.0,0.0,0.0,0.625,0.875,1,0,0,,0.0,0.0,0.0,0.0
trevor is op,0.0,0.0,0.0,0.0,0.0,0.3125,0.3125,0.0,0,0,0,,0.0,0.0,0.0,0.0
trevor noah is funny af,0.5,0.0,0.0,0.0,-0.171875,0.5625,0.23828125,0.0,0,0,1,,0.0,0.0,0.0,0.0
you are very good,1.0,0.0,0.0,0.0,0.23321662936359638,0.0,0.15547775290906427,0.0,0,0,2,,0.0,0.0,0.0,0.0
uhm sure,0.5,0.0,0.0,0.0,0.217201171875,0.0,0.1086005859375,0.0,0,0,1,,0.0,0.0,0.0,0.0
dont care play bg man,-0.5,0.03247082231511437,0.0,0.0,0.0,-0.08888888888888889,-0.016073062166486938,0.0974124669453431,0,0,0,comma,0.0,0.0,1.0,0.0
he is good,0.5,0.0,0.0,0.0,0.2320582587271928,0.0,0.1160291293635964,0.0,0,0,1,,0.0,0.0,0.0,0.0
yooo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
he was very charming,0.5,0.0,0.0,0.0,0.2734375,0.0,0.18229166666666666,0.0,0,0,2,,0.0,0.0,0.0,0.0
you are a great host,1.0,-0.020914713541666668,0.0,0.0,0.068359375,0.0,0.00140380859375,-0.062744140625,0,0,1,,0.0,0.0,0.0,0.0
when baulders gate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,?,1.0,0.0,0.0,0.0
yeah hes really good,1.0,0.0,0.0,0.1953125,0.2320582587271928,0.4285714285714285,0.2628136718246553,0.0,0,2,1,,0.0,0.0,0.0,0.0
sza robbed,-0.5,0.0,-0.5454545454545454,0.0,0.0,-0.1666666666666666,-0.356060606060606,0.0,1,0,0,,0.0,0.0,0.0,0.0
you really are old,-0.5,0.0,0.0,0.390625,0.0419921875,0.0,0.14420572916666666,0.0,0,1,1,,0.0,0.0,0.0,0.0
true,0.5,0.0,0.0,0.0,0.1068954467773437,0.0,0.1068954467773437,0.0,0,0,1,,0.0,0.0,0.0,0.0
trevor is amazing,1.0,0.0,0.0,0.0,0.5,0.625,0.5625,0.0,0,0,1,,0.0,0.0,0.0,0.0
boygenius slayed,0.5,0.75,0.5,0.0,0.0,0.0,0.625,0.75,1,0,0,,0.0,0.0,0.0,0.0
nah,-0.5,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0,0,0,,0.0,0.0,0.0,0.0
yesyes good host,0.5,-0.000244140625,0.0,0.0,0.2320582587271928,0.5,0.24393803936739758,-0.000244140625,0,0,1,,0.0,0.0,0.0,0.0
i love trevor noah,1.0,0.3714599609375,0.0,0.0,-0.03125,0.625,0.33416748046875,0.742919921875,0,0,1,,0.0,0.0,0.0,0.0
true,0.5,0.0,0.0,0.0,0.1068954467773437,0.0,0.1068954467773437,0.0,0,0,1,,0.0,0.0,0.0,0.0
he is very fucking good,1.0,0.0,0.0,0.0,0.16589441957573092,0.0,0.12442081468179819,0.0,0,0,3,,0.0,0.0,0.0,0.0
hiiii ludwiiig and good night ludwiig,0.5,-0.0029296875,0.0,0.0,0.2320582587271928,0.5,0.34582571424543856,-0.0029296875,0,0,1,,0.0,0.0,0.0,0.0
hi,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
hyped for the bg stream,0.5,-0.06640625,0.0,0.0,0.0,0.1,0.011197916666666669,-0.06640625,1,0,0,,0.0,0.0,0.0,0.0
hell yeah i love trevor noah,1.0,0.101806640625,0.0,0.0,-0.03125,0.625,0.14986165364583334,0.305419921875,0,1,1,comma,0.0,0.0,1.0,0.0
we learnt about him at uni lol,0.5,0.21739130434782605,0.5,0.0,0.001953125,0.5,0.2873471467391304,0.4347826086956521,1,0,1,,0.0,0.0,0.0,0.0
yep he was so good,1.0,0.0,0.0,0.0,0.2320582587271928,0.4,0.1580145646817982,0.0,0,0,1,,0.0,0.0,0.0,0.0
w south african,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,,0.0,0.0,0.0,0.0
trevor is amazing,0.5,0.0,0.0,0.0,0.5,0.625,0.5625,0.0,0,0,1,,0.0,0.0,0.0,0.0
love that guy,1.0,0.3714599609375,0.0,0.0,0.0,0.0,0.3714599609375,0.742919921875,0,0,0,,0.0,0.0,0.0,0.0
trevor noah is a great host not my favorite comedian but as a host hes exceptional,0.5,-0.02685546875,0.0,-0.3125,0.072265625,0.5267857142857142,0.032670001594387744,-0.18798828125,0,2,3,comma,0.0,0.0,2.0,0.0
hiiiiiii,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0,0,,0.0,0.0,0.0,0.0
hiiiii yt,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0,0,,0.0,0.0,0.0,0.0
he was polite funny just overall awesome,0.5,0.0,0.0,0.0,0.237646484375,0.0,0.19803873697916666,0.0,0,0,5,comma,0.0,0.0,2.0,0.0
yesyes,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0,0,,0.0,0.0,0.0,0.0
mhm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
my queen laufey better than trevor noah,1.0,0.01611328125,0.0,0.0,0.550628662109375,0.5625,0.341571044921875,0.0322265625,0,0,1,,0.0,0.0,0.0,0.0
its a tough gig too,0.5,-0.03125,0.0,-0.0625,-0.24114990234375,0.0,-0.0915374755859375,-0.0625,0,1,1,,0.0,0.0,0.0,0.0
shake it all about,0.5,-0.00599288940429685,0.0,0.0,0.1728515625,0.0,0.08342933654785158,-0.0119857788085937,0,0,2,,0.0,0.0,0.0,0.0
i like him,0.5,0.0,0.0,0.0,0.113525390625,0.0,0.113525390625,0.0,0,0,2,,0.0,0.0,0.0,0.0
ok,0.5,0.0,0.0,0.0,0.171875,0.0,0.171875,0.0,0,0,1,,0.0,0.0,0.0,0.0
so true,0.5,0.0,0.0,0.0,0.1068954467773437,0.0,0.05344772338867185,0.0,0,0,1,,0.0,0.0,0.0,0.0
w africa lets goooo,0.5,0.0,0.0,0.0,0.0,0.625,0.3125,0.0,0,0,0,,0.0,0.0,0.0,0.0
trevor noah kinda ass,-0.5,0.0,0.0,0.0,0.0,0.625,0.15625,0.0,0,1,0,,0.0,0.0,0.0,0.0
trevor is the best,1.0,0.0,0.0,0.0,0.138671875,0.625,0.3818359375,0.0,0,0,1,,0.0,0.0,0.0,0.0
pog,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0,0,0,,0.0,0.0,0.0,0.0
in out in out shake it all about,0.0,-0.00599288940429685,0.0,0.0,0.0568224589029948,0.0,0.04111862182617189,-0.0119857788085937,0,0,6,,0.0,0.0,0.0,0.0
sure you are,0.0,0.0,0.0,0.0,0.217201171875,0.0,0.1086005859375,0.0,0,0,1,,0.0,0.0,0.0,0.0
why the fuck was merrel streep or trever noah even there what have they done for music,-0.5,0.0137401819229126,0.0,0.0,0.00530242919921875,-0.5,-0.0732894738515218,0.1099214553833008,0,0,2,?,1.0,0.0,0.0,0.0
hi,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
pepog,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0,0,,0.0,0.0,0.0,0.0
wooooo south african mentioned,0.5,0.0,0.5,0.0,0.0,0.5,0.25,0.0,1,0,2,,0.0,0.0,0.0,0.0
ice spice was robbed,-0.5,0.0,-0.5454545454545454,0.0,0.0,0.0,-0.1818181818181818,0.0,1,0,0,,0.0,0.0,0.0,0.0
true,0.5,0.0,0.0,0.0,0.1068954467773437,0.0,0.1068954467773437,0.0,0,0,1,,0.0,0.0,0.0,0.0
wow boring,-0.5,0.125,0.0,0.0,-0.0625,0.0,0.03125,0.125,0,0,1,,0.0,0.0,0.0,0.0
sounds fun,0.5,-0.0182291666666667,0.0,0.0,0.0,0.0,-0.0182291666666667,-0.0364583333333334,0,0,0,,0.0,0.0,0.0,0.0
oh thats cool i guess,0.5,-0.0390625,0.0,0.0,-0.02288818359375,-0.0625,-0.0372802734375,-0.078125,0,0,2,,0.0,0.0,0.0,0.0
u saw sza live,0.0,0.0,0.0,0.0,0.01626133918762205,-0.1666666666666666,-0.03353599707285562,0.0,0,0,2,,0.0,0.0,0.0,0.0
how was the sound live,0.0,0.0,0.0,0.0,0.016264505684375742,0.0,0.016264505684375742,0.0,0,0,2,?,1.0,0.0,0.0,0.0
qlllakakakakskks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
pooooooog,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0,0,,0.0,0.0,0.0,0.0
ludwig x sza,0.0,0.0,0.0,0.0,0.0,-0.0833333333333333,-0.05555555555555553,0.0,0,0,1,,0.0,0.0,0.0,0.0
its a celebration,0.5,-0.015625,0.0,0.0,0.0,0.0,-0.015625,-0.03125,0,0,0,,0.0,0.0,0.0,0.0
they really cut down the awards,-0.5,-0.5,0.0,0.390625,0.0296483259330715,0.0,-0.01251958703346425,-0.5,0,1,2,,0.0,0.0,0.0,0.0
wooo shout out africa,0.5,-0.04296875,0.0,0.0,-0.0023841857910156,0.5,0.1029195785522461,-0.0859375,0,0,1,,0.0,0.0,0.0,0.0
did you see jacob collier,0.0,0.0005088249842325666,0.0,0.0,0.0,0.0,0.0005088249842325666,0.0015264749526977,0,0,0,,0.0,0.0,0.0,0.0
yesyes,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0,0,,0.0,0.0,0.0,0.0
ludy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
download the truffle extension get emotes predictions and more here  httpstrufflevipextension,0.0,0.00274734515405724,0.0,0.0,0.0,0.0,0.0015263028633651333,0.0137367257702862,1,0,2,.,0.0,1.0,2.0,0.0
oh damn lol,0.5,0.21739130434782605,0.0,0.0,-0.25,0.0,0.0615942028985507,0.4347826086956521,0,0,1,,0.0,0.0,0.0,0.0
ice spice got robbed,-0.5,0.0,-0.3977272727272727,0.0,0.0,0.0,-0.19886363636363635,0.0,2,0,0,,0.0,0.0,0.0,0.0
join the official ludwig discord  httpsdiscordggludwig,0.0,-0.02734375,0.0,0.0,0.015625,0.0,-0.0078125,-0.0546875,0,0,1,.,0.0,1.0,0.0,0.0
qt will learn of this,-0.5,0.0852864583333333,0.0625,0.0,0.0,0.0,0.0776909722222222,0.1705729166666666,1,0,0,,0.0,0.0,0.0,0.0
miley cyrus made music dang,0.5,-0.0190972222222222,0.0,0.0,0.125,0.25,0.06354166666666668,-0.0572916666666666,0,0,1,,0.0,0.0,0.0,0.0
based,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,0.0,0.0,0.0,0.0
clip,0.5,0.01171875,0.0,0.0,0.0,0.0,0.01171875,0.01171875,0,0,0,,0.0,0.0,0.0,0.0
i literally didnt even know taylor released music last year,0.0,0.0944366455078125,-0.12499999999999994,0.0,-0.0062412818272908665,0.0,0.01090227365493775,0.37774658203125,2,1,3,,0.0,0.0,0.0,0.0
youre sleeping on the couch if you say that out loud,-0.5,0.048290434337797596,0.0,0.0,-0.0240335464477539,0.0,0.006962445317482456,0.1448713030133928,0,0,4,,0.0,0.0,0.0,0.0
travis snubbed,-0.5,-0.5,-0.5,0.0,0.0,0.0,-0.5,-0.5,1,0,0,,0.0,0.0,0.0,0.0
travis got robbed,-0.5,-0.5,-0.3977272727272727,0.0,0.0,0.0,-0.4318181818181818,-0.5,2,0,0,,0.0,0.0,0.0,0.0
busssssssssssssssssss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
pop vocal album,0.0,0.0,0.0,0.0,-0.0016021728515625,0.0,-0.001068115234375,0.0,0,0,2,,0.0,0.0,0.0,0.0
call from qt in,0.0,-0.010373991137536592,0.0,0.0,0.0,0.0,-0.006915994091691062,-0.020747982275073185,0,0,1,.,0.0,6.0,0.0,0.0
youre so real for that,0.5,0.0714285714285714,0.0,0.0,0.0045166015625,0.0,0.04912458147321427,0.1428571428571428,0,0,1,,0.0,0.0,0.0,0.0
scammys are all rigged,-0.5,0.0,0.0,0.0,0.171875,-0.5,-0.0390625,0.0,0,0,2,,0.0,0.0,0.0,0.0
gedraag ties vz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
yipee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
and lana was snubbed,-0.5,-0.2222222222222222,-0.5,0.0,0.0,0.0,-0.3611111111111111,-0.2222222222222222,1,0,0,,0.0,0.0,0.0,0.0
hmmge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
robbed,-0.5,0.0,-0.5454545454545454,0.0,0.0,0.0,-0.5454545454545454,0.0,1,0,0,,0.0,0.0,0.0,0.0
pop vocal album of the year,0.0,0.0,0.0,0.0,-0.0016021728515625,0.0,-0.00080108642578125,0.0,0,0,2,,0.0,0.0,0.0,0.0
killer mike getting cuffed lmao,-0.5,-0.10416666666666667,-0.5,0.0,0.0,0.8157894736842105,0.0006578947368421018,-0.3125,1,0,0,,0.0,0.0,0.0,0.0
t swift winning album of the year for a rerelease is kinda crazy tho,0.5,0.07291666666666667,0.0,0.0,-0.024739583333333332,0.0,0.036328125,0.4375,0,1,3,.,0.0,2.0,0.0,0.0
poggies,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0,0,0,,0.0,0.0,0.0,0.0
lana snub,-0.5,-0.2222222222222222,0.0,0.0,-0.4375,0.0,-0.3298611111111111,-0.2222222222222222,0,0,1,.,0.0,2.0,0.0,0.0
boom,0.0,-0.0087890625,0.0,0.0,0.0,0.0,-0.0087890625,-0.0087890625,0,0,0,,0.0,0.0,0.0,0.0
lana was snubbed,-0.5,-0.2222222222222222,-0.5,0.0,0.0,0.0,-0.3611111111111111,-0.2222222222222222,1,0,0,,0.0,0.0,0.0,0.0
poggies,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0,0,0,,0.0,0.0,0.0,0.0
sht hold my just died,-0.5,0.2121602287813857,-0.3333333333333333,0.0,0.172607421875,-0.5,-0.11214142066923691,0.2121602287813857,1,0,1,,0.0,0.0,0.0,0.0
yep,0.5,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0,0,0,,0.0,0.0,0.0,0.0
oh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
poggies,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0,0,0,,0.0,0.0,0.0,0.0
mhm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
lmao,1.0,0.0,0.0,0.0,0.0,0.8157894736842105,0.8157894736842105,0.0,0,0,0,,0.0,0.0,0.0,0.0
lol,0.5,0.4347826086956521,0.0,0.0,0.0,0.0,0.4347826086956521,0.4347826086956521,0,0,0,,0.0,0.0,0.0,0.0
lmao,1.0,0.0,0.0,0.0,0.0,0.8157894736842105,0.8157894736842105,0.0,0,0,0,,0.0,0.0,0.0,0.0
what is that mug hold,0.0,0.012330114390692856,0.0,0.0,0.0,0.0,0.012330114390692856,0.024660228781385712,0,0,0,?,3.0,0.0,0.0,0.0
lmaoooo,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
lool,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0,0,0,,0.0,0.0,0.0,0.0
dont talk shit about miley,-0.5,-0.11337619357638888,0.0,0.0,0.001953125,-0.2777777777777778,-0.12319064670138888,-0.34012858072916663,0,0,1,,0.0,0.0,0.0,0.0
bro,0.0,-0.0833333333333333,0.0,0.0,0.0,0.0,-0.0833333333333333,-0.0833333333333333,0,0,0,,0.0,0.0,0.0,0.0
lmao,0.0,0.0,0.0,0.0,0.0,0.8157894736842105,0.8157894736842105,0.0,0,0,0,,0.0,0.0,0.0,0.0
bruh,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25,0.0,0,0,0,,0.0,0.0,0.0,0.0
wowwowww,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,,0.0,0.0,0.0,0.0
oh cool,0.5,0.0,0.0,0.0,-0.0145263671875,0.0,-0.00726318359375,0.0,0,0,1,!,0.0,0.0,0.0,2.0
the tortured poet department,0.0,0.25,0.0,0.0,-0.625,0.0,-0.041666666666666664,0.5,0,0,1,,0.0,0.0,0.0,0.0
eating a burber with no homeymustarf,0.0,-0.03125,0.0,0.0,-0.1484375,0.0,-0.0421875,-0.0625,0,0,1,,0.0,0.0,0.0,0.0
taylor robbed lana blind rip,-0.5,-0.06886574074074074,-0.5454545454545454,0.0,-0.30712890625,0.0,-0.21183613478535354,-0.2065972222222222,1,0,1,,0.0,0.0,0.0,0.0
