,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,occurence_timestamp,timeStampUTC,author,content.message,content.text_content,content.giftText,content.giftedText,sentiment
4940,4940,4940,4940,5082,34:00,1707174304502610,unwritten Gale,Robbed ,Robbed ,,,-0.5
4941,4941,4941,4941,5083,34:00,1707174304868710,Storm2427,True ,True ,,,0.5
4942,4942,4942,4942,5084,34:00,1707174304953404,Jake Ian,Travis scott sucks you tone deaf zoomers ,Travis scott sucks you tone deaf zoomers ,,,-0.5
4943,4943,4943,4943,5085,34:01,1707174305464364,It Me,lmao ,lmao ,,,1.0
4944,4944,4944,4944,5086,34:01,1707174305491030,Jake Blazejowski,TRUE ,TRUE ,,,0.5
4945,4945,4945,4945,5087,34:01,1707174305767022,Cece,what was qt's reaction to the taylor announcement?  ,what was qt's reaction to the taylor announcement?  ,,,0.0
4946,4946,4946,4946,5088,34:02,1707174306553513,ari,damn ,damn ,,,-0.5
4947,4947,4947,4947,5089,34:02,1707174306847551,LightTheL,GIGACHAD  ,GIGACHAD  ,,,1.0
4948,4948,4948,4948,5090,34:02,1707174307087324,m b,POGODOWN ,POGODOWN ,,,0.5
4949,4949,4949,4949,5091,34:02,1707174307171424,earl bond,naaa ,naaa ,,,-0.5
4950,4950,4950,4950,5092,34:03,1707174307779023,Sprouty,DANGGGG ,DANGGGG ,,,0.0
4951,4951,4951,4951,5093,34:03,1707174307890194,Jaco,YEP  ,YEP  ,,,0.5
4952,4952,4952,4952,5095,34:03,1707174308357256,2012wouter,Cool ,Cool ,,,0.5
4953,4953,4953,4953,5096,34:03,1707174308347710,Alejandro,yessir ,yessir ,,,0.5
4954,4954,4954,4954,5097,34:03,1707174308394171,vivo,Drake  ,Drake  ,,,0.0
4955,4955,4955,4955,5098,34:04,1707174308912443,Mr.E,did you see Killer Mike get arrested? ,did you see Killer Mike get arrested? ,,,-0.5
4956,4956,4956,4956,5099,34:04,1707174308922911,Brandon H.,"Lana wasn't snubbed, that's when you don't get nominated. she was robbed ","Lana wasn't snubbed, that's when you don't get nominated. she was robbed ",,,-0.5
4957,4957,4957,4957,5100,34:04,1707174309380956,Doggo,Real ,Real ,,,0.5
4958,4958,4958,4958,5101,34:06,1707174310605803,Cybersaurus Games,jay z ,jay z ,,,0.0
4959,4959,4959,4959,5102,34:06,1707174310638380,Alasdair,DAMN ,DAMN ,,,0.0
4960,4960,4960,4960,5103,34:06,1707174310940842,Mark Mortimer,true ,true ,,,0.5
4961,4961,4961,4961,5104,34:06,1707174310919989,Neo_Nemesis,Drake i would have dinner with jayz ,Drake i would have dinner with jayz ,,,0.0
4962,4962,4962,4962,5105,34:06,1707174311038689,cosmo,jay z was real 4 that ,jay z was real 4 that ,,,0.5
4963,4963,4963,4963,5106,34:07,1707174311813551,Lucy,Crazyy ,Crazyy ,,,0.0
4964,4964,4964,4964,5107,34:07,1707174311770886,Carson McCoy,Hi. Luddddd ,Hi. Luddddd ,,,0.5
4965,4965,4965,4965,5108,34:07,1707174311946360,Cheetos,Drake  ,Drake  ,,,0.0
4966,4966,4966,4966,5109,34:08,1707174312593142,Four kambuchas,Shout out Jay Z ,Shout out Jay Z ,,,0.5
4967,4967,4967,4967,5110,34:08,1707174313287435,zerN,Real ,Real ,,,0.5
4968,4968,4968,4968,5111,34:09,1707174313519093,Alexandra Farrow,They did Lana so dirty there would be no Taylor if Lana didn’t exist  ,They did Lana so dirty there would be no Taylor if Lana didn’t exist  ,,,-0.5
4969,4969,4969,4969,5112,34:09,1707174313880720,unwritten Gale,$face-green-smiling ,,,,0.5
4970,4970,4970,4970,5113,34:09,1707174314471901,AceOfStearns,Jay z always talking shit ,Jay z always talking shit ,,,-0.5
4971,4971,4971,4971,5114,34:10,1707174314910478,Sprouty,why'd he go so hard ,why'd he go so hard ,,,0.5
4972,4972,4972,4972,5115,34:10,1707174315027917,Absinthe,based as fuck ,based as fuck ,,,1.0
4973,4973,4973,4973,5116,34:10,1707174315320919,Gerund,JAY EAZY?? ,JAY EAZY?? ,,,0.0
4974,4974,4974,4974,5117,34:11,1707174315556161,Shahadtunes,Jay z went best mod ,Jay z went best mod ,,,0.0
4975,4975,4975,4975,5118,34:12,1707174316573589,Ganling Chu,what about laufey ,what about laufey ,,,0.0
4976,4976,4976,4976,5119,34:13,1707174318084428,Nafayabdul,EATING A HONEY BURBER WITH NO MUSTARD ,EATING A HONEY BURBER WITH NO MUSTARD ,,,0.0
4977,4977,4977,4977,5120,34:14,1707174318484677,laxiusvp,JayZ not wrong ,JayZ not wrong ,,,0.5
4978,4978,4978,4978,5121,34:14,1707174318445075,cristine,LANA WAS ROBBED ,LANA WAS ROBBED ,,,-0.5
4979,4979,4979,4979,5122,34:14,1707174318692362,OnlyShadow 767,Awkward ,Awkward ,,,-0.5
4980,4980,4980,4980,5123,34:14,1707174319061492,Codyrm8,Ye the true real one ,Ye the true real one ,,,1.0
4981,4981,4981,4981,5124,34:15,1707174319708242,unwritten Gale,JAY Z ,JAY Z ,,,0.0
4982,4982,4982,4982,5125,34:15,1707174319875717,ATB,jayz wss so real for that ,jayz wss so real for that ,,,0.5
4983,4983,4983,4983,5126,34:17,1707174321457631,SouthPawDan13,yeah... ,yeah... ,,,0.5
4984,4984,4984,4984,5127,34:17,1707174321833457,Cheetos,pepeW  ,pepeW  ,,,0.5
4985,4985,4985,4985,5128,34:17,1707174322246661,sunshiqe,unDrake  ,unDrake  ,,,0.0
4986,4986,4986,4986,5129,34:18,1707174322471451,earl bond,cap ,cap ,,,-0.5
4987,4987,4987,4987,5130,34:18,1707174322597017,Jonathan Juwiler,Jay Z out here trying to be kanye  ,Jay Z out here trying to be kanye  ,,,0.0
4988,4988,4988,4988,5131,34:18,1707174322721207,Anthony Verde,"jayz is real, lana del rey sucks ","jayz is real, lana del rey sucks ",,,0.0
4989,4989,4989,4989,5132,34:18,1707174323360009,Tucker White,I love you man ,I love you man ,,,1.0
4990,4990,4990,4990,5133,34:19,1707174323917028,Eleana,power move ,power move ,,,0.0
4991,4991,4991,4991,5134,34:19,1707174324143629,Storm2427,victory lap right there ,victory lap right there ,,,0.5
4992,4992,4992,4992,5135,34:19,1707174324494503,Green Creature,Lana was on her album ,Lana was on her album ,,,0.0
4993,4993,4993,4993,5136,34:20,1707174324769303,Alix,lanas on the album ,lanas on the album ,,,0.0
4994,4994,4994,4994,5137,34:20,1707174324818735,April B,CELINE DION :((((( ,CELINE DION :((((( ,,,-0.5
4995,4995,4995,4995,5138,34:20,1707174324966608,campbell soup,Lana deserved !!  ,Lana deserved !!  ,,,0.5
4996,4996,4996,4996,5139,34:20,1707174325108488,Bacon Man,Dang  ,Dang  ,,,0.0
4997,4997,4997,4997,5140,34:21,1707174325992315,Alexandra Farrow,EXACTLYYY ,EXACTLYYY ,,,1.0
4998,4998,4998,4998,5141,34:22,1707174326791780,Azealius,weird  ,weird  ,,,-0.5
4999,4999,4999,4999,5142,34:23,1707174327864305,Luke Games,odd ,odd ,,,-0.5
5000,5000,5000,5000,5143,34:23,1707174328066316,Kafack,Will neff joined OTK :)) ,Will neff joined OTK :)) ,,,0.5
5001,5001,5001,5001,5144,34:23,1707174328089352,Kas1290,lana and taylor arrived together ,lana and taylor arrived together ,,,0.0
5002,5002,5002,5002,5145,34:23,1707174328378805,Bruno,unDrake  ,unDrake  ,,,0.0
5003,5003,5003,5003,5146,34:24,1707174328610973,Bruno Monaco,jay z real based ,jay z real based ,,,0.5
5004,5004,5004,5004,5147,34:25,1707174329966094,Jstrat,Miley needs to stop ,Miley needs to stop ,,,-0.5
5005,5005,5005,5005,5148,34:26,1707174330449731,ekto,ekto ,ekto ,,,0.0
5006,5006,5006,5006,5149,34:26,1707174330713600,unwritten Gale,Icant ,Icant ,,,0.0
5007,5007,5007,5007,5150,34:26,1707174331065050,Robert Reilley,women support women ,women support women ,,,0.5
5008,5008,5008,5008,5151,34:27,1707174331723797,absolution for crimes against corporations,definitely not worth 4k ,definitely not worth 4k ,,,0.0
5009,5009,5009,5009,5152,34:27,1707174332202717,GlacialComet,LANA WAS ON THE ALBUM ,LANA WAS ON THE ALBUM ,,,0.0
5010,5010,5010,5010,5153,34:27,1707174332360537,Chris,that was so awkward ,that was so awkward ,,,-0.5
5011,5011,5011,5011,5154,34:28,1707174333004073,drzaria,you're so real ,you're so real ,,,0.5
5012,5012,5012,5012,5155,34:29,1707174333564412,Gayge,was weird ,was weird ,,,0.0
5013,5013,5013,5013,5156,34:29,1707174334039877,Codyrm8,??? F ,??? F ,,,-0.5
5014,5014,5014,5014,5157,34:29,1707174334155644,Cybersaurus Games,to make her more embarrased ,to make her more embarrased ,,,-0.5
5015,5015,5015,5015,5158,34:29,1707174334306449,fakelilac,lana UHM  ,lana UHM  ,,,-0.5
5016,5016,5016,5016,5159,34:31,1707174335887862,Froggy Da Frog,Im exited you gonna playa Belgium Game ,Im exited you gonna playa Belgium Game ,,,1.0
5017,5017,5017,5017,5160,34:31,1707174336080331,just something,Lol ,Lol ,,,0.5
5018,5018,5018,5018,5161,34:32,1707174336498351,Joe Nesi,Did u get to meet Laufey? ,Did u get to meet Laufey? ,,,0.0
5019,5019,5019,5019,5162,34:33,1707174337646159,Seeke,Lana was on it ,Lana was on it ,,,0.5
5020,5020,5020,5020,5163,34:33,1707174338234197,darkmascoty,i fuckin hate taylor swift can you start playing already? ,i fuckin hate taylor swift can you start playing already? ,,,-1.0
5021,5021,5021,5021,5164,34:37,1707174341861976,Scerol,thats why i don't watch it ,thats why i don't watch it ,,,-0.5
5022,5022,5022,5022,5165,34:37,1707174342023304,It Me,commercial breaks ,commercial breaks ,,,0.0
5023,5023,5023,5023,5166,34:38,1707174342452203,Bruno,yeah commercials ,yeah commercials ,,,0.5
5024,5024,5024,5024,5167,34:39,1707174343489597,Boon fers,lana Sadge ,lana Sadge ,,,-0.5
5025,5025,5025,5025,5168,34:40,1707174344653010,Sprouty,i'd hate that ,i'd hate that ,,,-1.0
5026,5026,5026,5026,5169,34:40,1707174344914928,Joe Nesi,The commercials were so long ,The commercials were so long ,,,0.0
5027,5027,5027,5027,5170,34:41,1707174345439375,ginkg,who cares about the grammys ,who cares about the grammys ,,,-0.5
5028,5028,5028,5028,5171,34:41,1707174345668625,unwritten Gale,$face-orange-frowning ,,,,-0.5
5029,5029,5029,5029,5172,34:41,1707174345745803,meow,LANA WAS ROBBED ,LANA WAS ROBBED ,,,-0.5
5030,5030,5030,5030,5173,34:41,1707174345805359,Rohan Gulyani,there's a lot of ads man ,there's a lot of ads man ,,,0.0
5031,5031,5031,5031,5174,34:42,1707174346952248,Nafayabdul,EATING A BURBER WITH NO HONEY MUSTARD ,EATING A BURBER WITH NO HONEY MUSTARD ,,,0.0
5032,5032,5032,5032,5175,34:43,1707174348070618,darkmascoty,i fuckin hate taylor swift can you start playing already? ,i fuckin hate taylor swift can you start playing already? ,,,-1.0
5033,5033,5033,5033,5176,34:43,1707174348259696,LaterTater,million dollars or dinner with jay z ,million dollars or dinner with jay z ,,,0.0
5034,5034,5034,5034,5177,34:48,1707174352496060,StreamElements,"DOWNLOAD THE TRUFFLE EXTENSION (GET EMOTES, PREDICTIONS, AND MORE) HERE:  https://truffle.vip/extension ","DOWNLOAD THE TRUFFLE EXTENSION (GET EMOTES, PREDICTIONS, AND MORE) HERE:  https://truffle.vip/extension ",,,0.0
5035,5035,5035,5035,5178,34:48,1707174352664405,blainelol,hai chat  ,hai chat  ,,,0.5
5036,5036,5036,5036,5179,34:48,1707174353008885,Brody Richards,Literally who is killer mike ,Literally who is killer mike ,,,0.0
5037,5037,5037,5037,5180,34:48,1707174353162380,lexi,YEP thats why i dont watch them ,YEP thats why i dont watch them ,,,-0.5
5038,5038,5038,5038,5181,34:49,1707174353728938,OAS,what time is baldurs gate please ? ,what time is baldurs gate please ? ,,,0.0
5039,5039,5039,5039,5182,34:49,1707174354185669,snorlaxer801,why not call it downtime show then ,why not call it downtime show then ,,,-0.5
5040,5040,5040,5040,5183,34:50,1707174354674601,TheMinister,yo ,yo ,,,0.5
5041,5041,5041,5041,5184,34:50,1707174354669033,Rexton,Lanna did not want to be on that stage hommies ,Lanna did not want to be on that stage hommies ,,,-0.5
5042,5042,5042,5042,5185,34:50,1707174354921668,Marshall,Kanye did the same as Jay Z but called a fool???  ,Kanye did the same as Jay Z but called a fool???  ,,,-0.5
5043,5043,5043,5043,5186,34:51,1707174355787103,Jasonkhat,this is real ,this is real ,,,0.5
5044,5044,5044,5044,5187,34:52,1707174356479811,Mark Mortimer,like watching NFL always ads ,like watching NFL always ads ,,,0.0
5045,5045,5045,5045,5188,34:52,1707174357327649,Joe Bordignon,Whole lotta of snitches in this chat ,Whole lotta of snitches in this chat ,,,-0.5
5046,5046,5046,5046,5190,34:57,1707174362143932,BunnyRot,lana was on her album so it makes sense ,lana was on her album so it makes sense ,,,0.5
5047,5047,5047,5047,5191,34:58,1707174362810639,Lord Chris,who is victor ,who is victor ,,,0.0
5048,5048,5048,5048,5192,34:58,1707174362893286,Gayge,Lana Sadge  ,Lana Sadge  ,,,-0.5
5049,5049,5049,5049,5193,35:03,1707174367629470,Ethan Cameron,There was 500000 commercials  ,There was 500000 commercials  ,,,-0.5
5050,5050,5050,5050,5194,35:04,1707174369156910,BrobotTheGamer,O ,O ,,,0.0
5051,5051,5051,5051,5195,35:06,1707174370649483,Rohwan,Sup midwig  ,Sup midwig  ,,,0.5
5052,5052,5052,5052,5196,35:06,1707174371328249,HiddenWhale,commercials ,commercials ,,,0.0
5053,5053,5053,5053,5197,35:10,1707174374983925,Kas1290,there were just so many ads ,there were just so many ads ,,,-0.5
5054,5054,5054,5054,5198,35:13,1707174377849001,KaeVee,"The live edit was messy, wouldn’t be surprised if there were issues ","The live edit was messy, wouldn’t be surprised if there were issues ",,,-0.5
5055,5055,5055,5055,5199,35:14,1707174378583960,Glitzymhlover45,Dude soooo many ads ,Dude soooo many ads ,,,-0.5
5056,5056,5056,5056,5200,35:14,1707174378921020,EmberTea,@darkmascoty cope ,@darkmascoty cope ,,,0.0
5057,5057,5057,5057,5201,35:14,1707174379225182,Brandon H.,don't disrespect Killer Mike ,don't disrespect Killer Mike ,,,0.0
5058,5058,5058,5058,5202,35:15,1707174379649505,DJ_Saul_T_Nuttz,just play BG3 already  ,just play BG3 already  ,,,-0.5
5059,5059,5059,5059,5203,35:15,1707174380068690,gummywormjim VODs,celebrities are so disappointing these days tbh ,celebrities are so disappointing these days tbh ,,,-0.5
5060,5060,5060,5060,5204,35:15,1707174380168951,Mark Mortimer,that seems excessive ,that seems excessive ,,,-0.5
5061,5061,5061,5061,5205,35:15,1707174380300150,Sprouty,they should have set up a game room for waiting periods ,they should have set up a game room for waiting periods ,,,-0.5
5062,5062,5062,5062,5206,35:16,1707174381103426,Fosterred,taylor is wackkk ,taylor is wackkk ,,,-0.5
5063,5063,5063,5063,5207,35:16,1707174381292596,Kokugyubu,i love you luddy ,i love you luddy ,,,1.0
5064,5064,5064,5064,5208,35:17,1707174381412494,Vindikatorz,cant wait for the bald ,cant wait for the bald ,,,0.0
5065,5065,5065,5065,5209,35:19,1707174383624726,Hasiax,Breaks are horrendous  ,Breaks are horrendous  ,,,-0.5
5066,5066,5066,5066,5210,35:19,1707174384045261,Evan Woodis,victor these nuts in your mouth got em  ,victor these nuts in your mouth got em  ,,,0.0
5067,5067,5067,5067,5211,35:21,1707174385692457,Nyachan,monkaHmm  ,monkaHmm  ,,,0.0
5068,5068,5068,5068,5212,35:25,1707174389818048,Houdiwho,how do i go back to youtube chat ,how do i go back to youtube chat ,,,0.0
5069,5069,5069,5069,5213,35:27,1707174391755331,Bruno,Bedge  ,Bedge  ,,,0.0
5070,5070,5070,5070,5214,35:27,1707174391768553,Neo_Nemesis,Bedge  ,Bedge  ,,,0.0
5071,5071,5071,5071,5215,35:27,1707174391971686,Pirate The End,Ready for Taylor Swift to be the greatest villain the NFL fans has ever seen ,Ready for Taylor Swift to be the greatest villain the NFL fans has ever seen ,,,-0.5
5072,5072,5072,5072,5216,35:27,1707174391989571,OnlyShadow 767,OMEGALUL ,OMEGALUL ,,,1.0
5073,5073,5073,5073,5217,35:28,1707174393159287,Jonathan Juwiler,NAHHHHHHHHHH ,NAHHHHHHHHHH ,,,0.0
5074,5074,5074,5074,5218,35:29,1707174393515973,m b,ICANT ,ICANT ,,,0.0
5075,5075,5075,5075,5219,35:29,1707174394057713,RipPasta,LOL ,LOL ,,,0.5
5076,5076,5076,5076,5220,35:30,1707174394394649,Kiru,OMEGALUL ,OMEGALUL ,,,1.0
5077,5077,5077,5077,5221,35:30,1707174395079310,Jaco,Bedge  ,Bedge  ,,,0.0
5078,5078,5078,5078,5222,35:30,1707174395338892,Zoxyll,LMAO ,LMAO ,,,1.0
5079,5079,5079,5079,5223,35:31,1707174395693960,Jake Blazejowski,LMAO  ,LMAO  ,,,1.0
5080,5080,5080,5080,5224,35:32,1707174396481958,Twedo,OMEGALUL ,OMEGALUL ,,,1.0
5081,5081,5081,5081,5225,35:32,1707174396531058,K I,lmao ,lmao ,,,1.0
5082,5082,5082,5082,5226,35:32,1707174396790798,vivo,Bedge  ,Bedge  ,,,0.0
5083,5083,5083,5083,5227,35:32,1707174396898958,Storm2427,AINTNOWAY ,AINTNOWAY ,,,0.0
5084,5084,5084,5084,5228,35:32,1707174397080217,Alasdair,ONEGALUL  ,ONEGALUL  ,,,1.0
5085,5085,5085,5085,5229,35:32,1707174397230810,unwritten Gale,Thay trolling fr ,Thay trolling fr ,,,0.0
5086,5086,5086,5086,5230,35:32,1707174397378990,Bruno,Bedge honk shoo ,Bedge honk shoo ,,,0.0
5087,5087,5087,5087,5231,35:33,1707174397662059,Caroline B.,just a sleepy guy ,just a sleepy guy ,,,0.0
5088,5088,5088,5088,5232,35:33,1707174397837953,saku,Bedge ,Bedge ,,,0.0
5089,5089,5089,5089,5233,35:33,1707174398107886,blainelol,AINTNOWAY Bedge  ,AINTNOWAY Bedge  ,,,0.0
5090,5090,5090,5090,5234,35:34,1707174398894522,woofum,LMAOOOOOOOO ,LMAOOOOOOOO ,,,1.0
5091,5091,5091,5091,5235,35:34,1707174399087279,Tommy Wilson,65+ ,65+ ,,,0.0
5092,5092,5092,5092,5236,35:34,1707174399333229,zerN,Nah technical issues at a big event is crazy ,Nah technical issues at a big event is crazy ,,,-0.5
5093,5093,5093,5093,5237,35:35,1707174399418643,tim ,eepy ,eepy ,,,0.0
5094,5094,5094,5094,5238,35:35,1707174399567384,Bacon Man,Sleepwig  ,Sleepwig  ,,,0.0
5095,5095,5095,5095,5239,35:35,1707174399596083,Regina Yeung,OMEGALUL ,OMEGALUL ,,,1.0
5096,5096,5096,5096,5240,35:35,1707174399986412,Cielenou Enzo,Bedge  ,Bedge  ,,,0.0
5097,5097,5097,5097,5241,35:35,1707174400195243,Pelasion,it's a snooze fest  ,it's a snooze fest  ,,,-0.5
5098,5098,5098,5098,5242,35:35,1707174400257306,hugocantplay,"to the chatter that said will neff joined OTK, WUT ","to the chatter that said will neff joined OTK, WUT ",,,0.0
5099,5099,5099,5099,5243,35:36,1707174400776619,Jonathan Juwiler,""" I forgot that breaded food is glutened"" ~Ludwig 2024 ",""" I forgot that breaded food is glutened"" ~Ludwig 2024 ",,,0.0
5100,5100,5100,5100,5244,35:36,1707174400866552,Gokuu,65+ ,65+ ,,,0.0
5101,5101,5101,5101,5245,35:36,1707174401036818,HiddenWhale,LOL ,LOL ,,,0.5
5102,5102,5102,5102,5246,35:36,1707174401285837,hmmm,looool ,looool ,,,0.5
5103,5103,5103,5103,5247,35:36,1707174401349411,panz,ICANT  ,ICANT  ,,,0.5
5104,5104,5104,5104,5248,35:36,1707174401378686,akimbo_ss,Bedge  ,Bedge  ,,,0.0
5105,5105,5105,5105,5249,35:37,1707174401388132,Jay Greezy,DRUNK ,DRUNK ,,,0.0
5106,5106,5106,5106,5250,35:37,1707174401396238,pidgin,Bedge ,Bedge ,,,0.0
5107,5107,5107,5107,5251,35:37,1707174401593754,K I,don't blame you ,don't blame you ,,,0.0
5108,5108,5108,5108,5252,35:37,1707174401600243,Vixey Teh,so cute ,so cute ,,,0.5
5109,5109,5109,5109,5253,35:37,1707174401989767,lexi,Bedge  ,Bedge  ,,,0.0
5110,5110,5110,5110,5254,35:37,1707174402041221,Monique,Bedge  ,Bedge  ,,,0.0
5111,5111,5111,5111,5255,35:37,1707174402152001,It Me,lmao ,lmao ,,,1.0
5112,5112,5112,5112,5256,35:38,1707174402534691,Mark Mortimer,quick snooz ,quick snooz ,,,0.0
5113,5113,5113,5113,5257,35:38,1707174402709764,unwritten Gale,XD ,XD ,,,1.0
5114,5114,5114,5114,5258,35:38,1707174402807686,Diptura,@ludwig thought you don't drink alone? ,@ludwig thought you don't drink alone? ,,,0.0
5115,5115,5115,5115,5259,35:38,1707174402836659,The Graph Man,Bedge ,Bedge ,,,0.0
5116,5116,5116,5116,5260,35:39,1707174403511504,April B,LMAO ,LMAO ,,,1.0
5117,5117,5117,5117,5261,35:39,1707174403887423,Abisanth,$ludwigZzz $ludwigZzz $ludwigZzz ,,,,0.0
5118,5118,5118,5118,5262,35:39,1707174403937017,mergentaro,pssh i'd be snoozing minute ONE ,pssh i'd be snoozing minute ONE ,,,0.0
5119,5119,5119,5119,5263,35:39,1707174404034470,Jaykersss,lmao 3 drink dale ,lmao 3 drink dale ,,,1.0
5120,5120,5120,5120,5264,35:40,1707174404508126,Vinh Hoang,65+ ,65+ ,,,0.0
5121,5121,5121,5121,5265,35:40,1707174404811167,Ooots Neee,Greatest? ,Greatest? ,,,0.0
5122,5122,5122,5122,5266,35:40,1707174404818346,Fabiana Correia,Bedge  ,Bedge  ,,,0.0
5123,5123,5123,5123,5267,35:40,1707174404790540,Lord Chris,bro is 65 ,bro is 65 ,,,0.0
5124,5124,5124,5124,5268,35:40,1707174405357219,gummywormjim VODs,HONK SHOO ,HONK SHOO ,,,0.0
5125,5125,5125,5125,5269,35:41,1707174405495293,Azealius,drunk asf ,drunk asf ,,,0.0
5126,5126,5126,5126,5270,35:41,1707174405570601,kjaergaard,Bedge ,Bedge ,,,0.0
5127,5127,5127,5127,5271,35:41,1707174405576463,Sprouty,LMAOOOOO 65+ ,LMAOOOOO 65+ ,,,1.0
5128,5128,5128,5128,5272,35:41,1707174405771463,themrbendewy,Bedge ,Bedge ,,,0.0
5129,5129,5129,5129,5273,35:41,1707174405874264,Unikittycow,65+ ,65+ ,,,-0.5
5130,5130,5130,5130,5274,35:41,1707174405898485,Bruno,Bedge mimimij ,Bedge mimimij ,,,0.0
5131,5131,5131,5131,5275,35:41,1707174405951171,Skullnino,65+ ,65+ ,,,-0.5
5132,5132,5132,5132,5276,35:42,1707174406468448,Emily,nooo ,nooo ,,,-0.5
5133,5133,5133,5133,5277,35:42,1707174406575454,RaylonRT,65+ ,65+ ,,,-0.5
5134,5134,5134,5134,5278,35:42,1707174406815387,Grady Goldner,badge  ,badge  ,,,0.0
5135,5135,5135,5135,5279,35:42,1707174407085939,Fotini,LMAOO ,LMAOO ,,,1.0
5136,5136,5136,5136,5280,35:42,1707174407148997,Nyachan,peepoCute sleepy boy ,peepoCute sleepy boy ,,,0.0
5137,5137,5137,5137,5281,35:43,1707174407421560,Joe Bordignon,Swities  $🤝 snitches.  ,Swities  snitches.  ,,,-0.5
5138,5138,5138,5138,5282,35:43,1707174407644967,Rosethorn,duuuude ,duuuude ,,,0.0
5139,5139,5139,5139,5283,35:43,1707174407756583,Ludwig's slave,OMEGALUL ,OMEGALUL ,,,1.0
5140,5140,5140,5140,5284,35:43,1707174407726524,Foam Roller,taylor swift? Bedge  ,taylor swift? Bedge  ,,,0.0
5141,5141,5141,5141,5285,35:43,1707174407827121,Lovro Korpar,loool ,loool ,,,0.5
5142,5142,5142,5142,5286,35:43,1707174408073970,Snakeshot47,65+ ,65+ ,,,-0.5
5143,5143,5143,5143,5287,35:44,1707174408919725,richielives, zzzwig , zzzwig ,,,0.0
5144,5144,5144,5144,5288,35:44,1707174408934347,saku,goddamn Bedge ,goddamn Bedge ,,,0.0
5145,5145,5145,5145,5289,35:44,1707174408950396,pog,65+ ,65+ ,,,-0.5
5146,5146,5146,5146,5290,35:44,1707174409269553,CptJason,sleepwig ,sleepwig ,,,0.0
5147,5147,5147,5147,5291,35:45,1707174409467351,Divi Aesthetics ,ICONIC ,ICONIC ,,,0.5
5148,5148,5148,5148,5292,35:45,1707174409488503,Zim,Bedge  ,Bedge  ,,,0.0
5149,5149,5149,5149,5293,35:45,1707174409524575,Hessty,lol ,lol ,,,0.5
5150,5150,5150,5150,5294,35:45,1707174409716829,Kkim,is this dubbin and the hoeless baldurs or solo?? ,is this dubbin and the hoeless baldurs or solo?? ,,,0.0
5151,5151,5151,5151,5295,35:45,1707174409759882,Mr Cloudy Gaming,65+ ,65+ ,,,-0.5
5152,5152,5152,5152,5296,35:45,1707174409891172,Robert Reilley,too much gummy ,too much gummy ,,,0.0
5153,5153,5153,5153,5297,35:45,1707174409971874,Strakken,65+ ,65+ ,,,-0.5
5154,5154,5154,5154,5298,35:45,1707174410263516,vivo,Bedge mi mi mi  ,Bedge mi mi mi  ,,,0.0
5155,5155,5155,5155,5299,35:46,1707174410414408,Untitled Songs,OMEGALUL ,OMEGALUL ,,,1.0
5156,5156,5156,5156,5300,35:46,1707174410437279,Lauty Belotti,Based ,Based ,,,0.5
5157,5157,5157,5157,5301,35:46,1707174410706698,Litter,65+ ,65+ ,,,-0.5
5158,5158,5158,5158,5302,35:46,1707174410822434,Jake Blazejowski,DRUNK ,DRUNK ,,,-0.5
5159,5159,5159,5159,5303,35:46,1707174410947693,ARG.Illustrations,65+ ,65+ ,,,-0.5
5160,5160,5160,5160,5304,35:46,1707174411013198,Gokuu,old man activity ,old man activity ,,,-0.5
5161,5161,5161,5161,5305,35:46,1707174411101910,Jonathan Findlay,65+ ,65+ ,,,-0.5
5162,5162,5162,5162,5306,35:47,1707174411574512,Alex,65+ ,65+ ,,,-0.5
5163,5163,5163,5163,5307,35:47,1707174411583169,L4,65++++ ,65++++ ,,,-0.5
5164,5164,5164,5164,5308,35:47,1707174411660816,Joe Nesi,65+ ,65+ ,,,-0.5
5165,5165,5165,5165,5309,35:47,1707174412080225,Tsunami,Pookie so cute ,Pookie so cute ,,,0.5
5166,5166,5166,5166,5310,35:47,1707174412092561,asdctvybhnjmk,Bedge ,Bedge ,,,0.0
5167,5167,5167,5167,5311,35:47,1707174412115145,gummywormjim VODs,HONK SHOOOOO ,HONK SHOOOOO ,,,0.0
5168,5168,5168,5168,5312,35:48,1707174412482872,StreamElements,remember to subscribe to the channel and drop a like if you're enjoying the Pog  $⛺ ,remember to subscribe to the channel and drop a like if you're enjoying the Pog  ,,,1.0
5169,5169,5169,5169,5313,35:48,1707174413191551,Augutin ,LOL ,LOL ,,,0.5
5170,5170,5170,5170,5314,35:48,1707174413357044,Ahmed Malik,$🌝   ,  ,,,0.5
5171,5171,5171,5171,5315,35:49,1707174413503420,cosmo,Bedge nappies ,Bedge nappies ,,,0.0
5172,5172,5172,5172,5316,35:49,1707174413844105,Untitled Songs,AHHAHAHAHAHHAHAHAHAHAH ,AHHAHAHAHAHHAHAHAHAHAH ,,,1.0
5173,5173,5173,5173,5317,35:49,1707174413958660,SilentWolf666,W ,W ,,,0.5
5174,5174,5174,5174,5318,35:49,1707174414089163,Strakken,65+ ,65+ ,,,-0.5
5175,5175,5175,5175,5319,35:50,1707174414606037,SteepledClock,"65+ ,my guy ","65+ ,my guy ",,,-0.5
5176,5176,5176,5176,5320,35:50,1707174414680555,cosmic-corgi,yeah i would be out after that many drinks ,yeah i would be out after that many drinks ,,,-0.5
